Unnamed: 0,ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),Month,Hour
352,0xdee1,KOLRES15DEL03,38.0,4.9,22.552672,88.352885,22.642672,88.442885,2022-02-16,22:45:00,22:50:00,Sunny,Low,1.0,Drinks,motorcycle,0.0,No,Metropolitian,24.0,2,0
353,0xc861,KOCRES13DEL01,27.0,5.0,9.991703,76.293136,10.001703,76.303136,2022-02-15,11:55:00,12:00:00,Stormy,High,1.0,Meal,scooter,1.0,No,Metropolitian,20.0,2,0
354,0x573c,CHENRES06DEL02,30.0,4.8,13.054347,80.257221,13.104347,80.307221,2022-03-01,22:30:00,22:35:00,Sunny,Low,2.0,Drinks,electric_scooter,0.0,No,Urban,19.0,3,0
355,0xb2d2,RANCHIRES06DEL01,32.0,5.0,23.357804,85.325146,23.367804,85.335146,2022-04-03,08:35:00,08:40:00,Windy,Low,1.0,Drinks,motorcycle,0.0,No,Metropolitian,29.0,4,0
356,0x6de0,RANCHIRES03DEL03,38.0,4.1,0.0,0.0,0.06,0.06,2022-03-21,19:40:00,19:45:00,Windy,Jam,1.0,Meal,motorcycle,1.0,No,Urban,31.0,3,0
357,0x68c2,MYSRES05DEL01,36.0,4.7,12.323978,76.627961,12.393978,76.697961,2022-03-27,21:35:00,21:40:00,Sunny,Jam,2.0,Drinks,scooter,1.0,No,Metropolitian,22.0,3,0
358,0x4ba8,RANCHIRES11DEL03,26.0,4.5,23.359194,85.325447,23.389194,85.355447,2022-03-13,23:30:00,23:40:00,Sandstorms,Low,2.0,Snack,motorcycle,0.0,No,Urban,10.0,3,0
359,0xc569,BHPRES20DEL01,31.0,5.0,23.235123,77.398886,23.305123,77.468886,2022-02-14,22:55:00,23:00:00,Sandstorms,Low,1.0,Drinks,scooter,0.0,No,Metropolitian,17.0,2,0
360,0xa8e,JAPRES01DEL02,36.0,4.1,26.90519,75.810753,27.03519,75.940753,2022-03-04,20:35:00,20:45:00,Fog,Jam,1.0,Drinks,motorcycle,1.0,No,Metropolitian,38.0,3,0
361,0x483a,BANGRES01DEL03,35.0,4.5,12.933284,77.615428,12.993284,77.675428,2022-03-05,22:55:00,23:05:00,Fog,Low,1.0,Buffet,scooter,0.0,No,Urban,18.0,3,0
362,0x20d4,COIMBRES19DEL02,37.0,4.2,11.022298,76.998349,11.042298,77.018349,2022-03-28,08:55:00,09:05:00,Stormy,Low,0.0,Buffet,motorcycle,0.0,No,Metropolitian,31.0,3,0
363,0xa2c1,INDORES12DEL03,33.0,5.0,22.74806,75.8934,22.77806,75.9234,2022-03-05,18:55:00,19:05:00,Sandstorms,Medium,0.0,Buffet,motorcycle,1.0,No,Metropolitian,34.0,3,0
364,0xcbc4,GOARES04DEL01,25.0,4.8,15.5696,73.742294,15.6096,73.782294,2022-02-15,12:45:00,12:50:00,Windy,High,1.0,Snack,scooter,1.0,No,Urban,19.0,2,0
365,0x4458,COIMBRES08DEL01,28.0,4.6,11.001852,76.976268,11.011852,76.986268,2022-03-09,08:55:00,09:00:00,Stormy,Low,2.0,Snack,motorcycle,0.0,No,Metropolitian,11.0,3,0
366,0x943d,RANCHIRES12DEL02,22.0,4.6,0.0,0.0,0.08,0.08,2022-04-04,00:00:00,00:10:00,Sunny,Low,2.0,Buffet,scooter,1.0,No,Urban,27.0,4,0
367,0x7de4,HYDRES13DEL01,39.0,4.6,17.431477,78.40035,17.501477,78.47035,2022-03-02,22:15:00,22:30:00,Sandstorms,Low,0.0,Buffet,motorcycle,0.0,No,Metropolitian,24.0,3,0
368,0x5784,BANGRES010DEL02,28.0,4.7,12.933298,77.614293,13.013298,77.694293,2022-03-29,22:30:00,22:45:00,Sandstorms,Low,2.0,Meal,scooter,1.0,No,Metropolitian,15.0,3,0
369,0x165e,MYSRES14DEL02,25.0,4.9,0.0,0.0,0.13,0.13,2022-04-04,22:00:00,22:10:00,Sunny,Jam,2.0,Drinks,scooter,1.0,No,Metropolitian,12.0,4,0
370,0x6eca,INDORES14DEL01,25.0,4.0,22.761593,75.886362,22.871593,75.996362,2022-03-16,21:50:00,21:55:00,Stormy,Jam,0.0,Snack,motorcycle,2.0,No,Urban,38.0,3,0
371,0x41ec,INDORES02DEL02,21.0,4.7,22.651847,75.881991,22.731847,75.961991,2022-03-27,21:00:00,21:10:00,Stormy,Jam,0.0,Meal,motorcycle,1.0,No,Metropolitian,28.0,3,0
372,0xb588,SURRES02DEL03,33.0,4.9,21.186608,72.794136,21.246608,72.854136,2022-03-21,17:50:00,17:55:00,Sandstorms,Medium,2.0,Buffet,scooter,1.0,No,Metropolitian,29.0,3,0
373,0xdbc5,KOLRES19DEL01,35.0,4.0,22.5491,88.400467,22.5891,88.440467,2022-02-17,13:35:00,13:50:00,Cloudy,High,0.0,Drinks,motorcycle,1.0,No,Urban,34.0,2,0
374,0x778c,SURRES09DEL02,30.0,4.2,21.175975,72.795503,21.195975,72.815503,2022-03-13,08:40:00,08:50:00,Sandstorms,Low,0.0,Buffet,motorcycle,1.0,No,Metropolitian,32.0,3,0
375,0xd983,GOARES16DEL01,20.0,4.9,15.498603,73.826911,15.608603,73.936911,2022-02-18,22:40:00,22:50:00,Stormy,Low,2.0,Snack,scooter,1.0,No,Metropolitian,11.0,2,0
376,0x3136,SURRES03DEL01,34.0,4.2,21.186884,72.793616,21.196884,72.803616,2022-03-13,08:25:00,08:40:00,Windy,Low,0.0,Meal,motorcycle,1.0,No,Urban,34.0,3,0
377,0xa63f,RANCHIRES17DEL03,32.0,4.3,23.374878,85.335739,23.464878,85.425739,2022-03-14,21:55:00,22:05:00,Cloudy,Jam,1.0,Drinks,scooter,0.0,No,Metropolitian,39.0,3,0
378,0x467e,MYSRES14DEL02,22.0,4.9,0.0,0.0,0.08,0.08,2022-03-16,23:25:00,23:40:00,Sunny,Low,1.0,Buffet,scooter,1.0,No,Metropolitian,27.0,3,0
379,0x3d77,COIMBRES010DEL01,27.0,5.0,11.003008,76.97544,11.043008,77.01544,2022-03-26,16:15:00,16:30:00,Fog,Medium,1.0,Snack,motorcycle,1.0,No,Metropolitian,17.0,3,0
380,0xbbca,VADRES01DEL01,39.0,4.8,22.307898,73.167788,22.417898,73.277788,2022-03-06,21:40:00,21:45:00,Fog,Jam,1.0,Meal,scooter,1.0,No,Metropolitian,41.0,3,0
381,0x2c6e,JAPRES18DEL01,22.0,4.8,26.913987,75.752891,27.023987,75.862891,2022-03-10,21:20:00,21:35:00,Windy,Jam,2.0,Meal,motorcycle,0.0,No,Metropolitian,19.0,3,0
382,0x8a82,SURRES02DEL01,27.0,5.0,21.186608,72.794136,21.296608,72.904136,2022-04-04,21:30:00,21:35:00,Windy,Jam,2.0,Meal,motorcycle,1.0,No,Metropolitian,24.0,4,0
383,0x19a2,RANCHIRES06DEL03,23.0,5.0,23.357804,85.325146,23.417804,85.385146,2022-03-21,17:10:00,17:25:00,Stormy,Medium,0.0,Buffet,motorcycle,1.0,No,Metropolitian,26.0,3,0
384,0xa3ef,MUMRES04DEL02,28.0,4.6,19.254567,72.848923,19.384567,72.978923,2022-04-06,19:10:00,19:20:00,Fog,Jam,0.0,Snack,motorcycle,2.0,No,Metropolitian,38.0,4,0
385,0x291c,MYSRES06DEL01,31.0,3.7,12.323994,76.626167,12.393994,76.696167,2022-03-27,21:55:00,22:10:00,Sandstorms,Jam,2.0,Buffet,scooter,1.0,No,Metropolitian,44.0,3,0
386,0x2485,MUMRES01DEL01,30.0,4.9,19.12663,72.829976,19.16663,72.869976,2022-03-26,15:35:00,15:50:00,Sandstorms,Medium,2.0,Snack,motorcycle,1.0,No,Metropolitian,32.0,3,0
387,0x29c5,CHENRES03DEL03,39.0,4.8,13.091809,80.219104,13.151809,80.279104,2022-03-30,22:30:00,22:35:00,Sandstorms,Low,1.0,Drinks,scooter,1.0,No,Metropolitian,22.0,3,0
388,0x93f4,RANCHIRES20DEL02,34.0,4.5,23.39925,85.390464,23.44925,85.440464,2022-03-09,18:45:00,18:50:00,Cloudy,Medium,0.0,Meal,motorcycle,1.0,No,Metropolitian,26.0,3,0
389,0x50d5,VADRES06DEL02,27.0,4.9,22.31279,73.170283,22.39279,73.250283,2022-03-29,22:35:00,22:45:00,Windy,Low,1.0,Snack,motorcycle,0.0,No,Metropolitian,12.0,3,0
390,0x1a0a,VADRES07DEL03,29.0,4.6,0.0,0.0,0.09,0.09,2022-03-08,19:35:00,19:45:00,Sunny,Jam,2.0,Meal,motorcycle,1.0,No,Metropolitian,11.0,3,0
391,0x43ea,PUNERES20DEL03,22.0,4.9,18.592718,73.773572,18.652718,73.833572,2022-03-05,20:15:00,20:20:00,Sandstorms,Jam,0.0,Meal,motorcycle,0.0,No,Metropolitian,24.0,3,0
392,0x4b5d,INDORES13DEL01,32.0,4.7,22.745049,75.892471,22.755049,75.902471,2022-03-11,09:25:00,09:35:00,Stormy,Low,2.0,Drinks,electric_scooter,1.0,No,Metropolitian,21.0,3,0
393,0xbb53,MYSRES05DEL01,36.0,4.6,12.323978,76.627961,12.363978,76.667961,2022-04-03,14:40:00,14:45:00,Sandstorms,High,1.0,Meal,motorcycle,1.0,No,Metropolitian,29.0,4,0
394,0x78e2,MYSRES15DEL02,28.0,4.5,12.352058,76.60665,12.402058,76.65665,2022-03-01,23:55:00,00:00:00,Windy,Low,1.0,Meal,motorcycle,0.0,No,Metropolitian,16.0,3,0
395,0xbff4,ALHRES01DEL03,39.0,4.0,25.454648,81.834502,25.544648,81.924502,2022-02-16,21:00:00,21:15:00,Stormy,Jam,0.0,Meal,motorcycle,1.0,No,Metropolitian,40.0,2,0
396,0x9238,INDORES19DEL02,35.0,4.5,22.745536,75.893106,22.795536,75.943106,2022-03-11,21:15:00,21:20:00,Stormy,Jam,2.0,Snack,electric_scooter,1.0,No,Urban,26.0,3,0
397,0xdd39,DEHRES07DEL03,28.0,4.8,30.362686,78.06889,30.392686,78.09889,2022-02-11,22:40:00,22:45:00,Sandstorms,Low,1.0,Snack,motorcycle,1.0,No,Metropolitian,14.0,2,0
398,0xa4d6,INDORES11DEL02,28.0,4.9,22.751234,75.88949,22.801234,75.93949,2022-03-01,19:00:00,19:15:00,Fog,Medium,1.0,Snack,scooter,1.0,No,Urban,16.0,3,0
399,0x4780,HYDRES15DEL02,28.0,4.7,17.45971,78.368855,17.47971,78.388855,2022-03-11,09:00:00,09:10:00,Sunny,Low,2.0,Drinks,scooter,1.0,No,Urban,18.0,3,0
400,0xc030,GOARES01DEL02,36.0,4.7,-15.576683,73.75575,15.596683,73.77575,2022-02-11,09:15:00,09:30:00,Fog,Low,1.0,Buffet,scooter,0.0,No,Metropolitian,15.0,2,0
401,0x153f,JAPRES04DEL01,36.0,4.9,26.902328,75.794257,27.012328,75.904257,2022-03-20,22:35:00,22:45:00,Sandstorms,Low,1.0,Drinks,motorcycle,1.0,No,Metropolitian,25.0,3,0
402,0x4c20,RANCHIRES02DEL01,22.0,4.6,0.0,0.0,0.07,0.07,2022-03-27,20:10:00,20:15:00,Stormy,Jam,1.0,Buffet,motorcycle,0.0,No,Urban,17.0,3,0
403,0x2bd4,MUMRES07DEL01,34.0,4.1,19.091458,72.827808,19.131458,72.867808,2022-03-26,13:45:00,13:50:00,Windy,High,0.0,Drinks,motorcycle,1.0,No,Metropolitian,33.0,3,0
404,0xc4cb,BHPRES03DEL01,35.0,4.3,23.214294,77.435361,23.284294,77.505361,2022-02-16,22:30:00,22:35:00,Fog,Low,0.0,Buffet,motorcycle,1.0,No,Metropolitian,38.0,2,0
405,0x8824,VADRES010DEL02,35.0,4.7,22.310329,73.169083,22.360329,73.219083,2022-03-26,23:55:00,00:10:00,Sandstorms,Low,1.0,Snack,motorcycle,1.0,No,Metropolitian,25.0,3,0
406,0xbdda,COIMBRES12DEL01,35.0,4.2,11.000762,76.981876,11.070762,77.051876,2022-03-20,17:25:00,17:35:00,Fog,Medium,2.0,Drinks,motorcycle,0.0,No,Metropolitian,33.0,3,0
407,0x6583,COIMBRES18DEL01,21.0,4.5,11.02091,76.940432,11.06091,76.980432,2022-03-05,13:10:00,13:25:00,Cloudy,High,1.0,Buffet,motorcycle,0.0,No,Metropolitian,20.0,3,0
408,0xcaba,GOARES05DEL03,33.0,4.9,0.0,0.0,0.06,0.06,2022-02-17,22:25:00,22:35:00,Cloudy,Low,1.0,Buffet,motorcycle,1.0,No,Metropolitian,18.0,2,0
409,0xc1dd,ALHRES15DEL02,21.0,4.0,25.449872,81.836167,25.469872,81.856167,2022-02-15,10:40:00,10:55:00,Sandstorms,Low,0.0,Buffet,motorcycle,0.0,No,Metropolitian,21.0,2,0
410,0x8792,MUMRES13DEL02,32.0,3.9,19.178321,72.834715,19.258321,72.914715,2022-03-23,19:10:00,19:20:00,Sandstorms,Jam,2.0,Drinks,scooter,2.0,No,Metropolitian,36.0,3,0
411,0x8c1e,COIMBRES20DEL02,20.0,4.8,10.994136,76.963303,11.074136,77.043303,2022-04-04,22:35:00,22:50:00,Fog,Low,1.0,Drinks,scooter,0.0,No,Metropolitian,27.0,4,0
412,0x45ac,RANCHIRES20DEL02,25.0,4.9,23.39925,85.390464,23.47925,85.470464,2022-03-02,23:50:00,00:05:00,Windy,Low,0.0,Meal,motorcycle,0.0,No,Metropolitian,19.0,3,0
413,0x80a5,SURRES07DEL03,24.0,4.8,21.170798,72.790489,21.230798,72.850489,2022-04-01,23:45:00,00:00:00,Cloudy,Low,1.0,Drinks,scooter,0.0,No,Urban,14.0,4,0
414,0xcd9d,LUDHRES04DEL01,21.0,4.9,30.914057,75.83982,30.924057,75.84982,2022-02-11,10:50:00,11:05:00,Cloudy,Low,0.0,Buffet,motorcycle,1.0,No,Metropolitian,16.0,2,0
415,0x2d57,COIMBRES11DEL02,35.0,4.8,11.001753,76.986241,11.021753,77.006241,2022-03-11,08:25:00,08:30:00,Cloudy,Low,0.0,Snack,motorcycle,0.0,No,Metropolitian,27.0,3,0
416,0xd6ad,KOCRES02DEL01,25.0,4.6,10.028047,76.310019,10.038047,76.320019,2022-02-13,08:45:00,08:55:00,Cloudy,Low,1.0,Buffet,scooter,0.0,No,Urban,12.0,2,0
417,0x8d0,BANGRES18DEL02,26.0,4.7,12.913041,77.683237,13.043041,77.813237,2022-04-02,21:45:00,21:50:00,Windy,Jam,2.0,Meal,scooter,0.0,No,Urban,16.0,4,0
418,0x764b,BANGRES15DEL02,34.0,4.3,12.975377,77.696664,13.105377,77.826664,2022-03-23,21:30:00,21:45:00,Sandstorms,Jam,2.0,Buffet,scooter,1.0,No,Metropolitian,40.0,3,0
419,0xccae,KNPRES03DEL01,35.0,4.7,26.469003,80.316344,26.539003,80.386344,2022-02-16,22:25:00,22:30:00,Sunny,Low,1.0,Snack,motorcycle,1.0,No,Metropolitian,21.0,2,0
420,0xd5dd,KOCRES05DEL02,21.0,4.9,9.970717,76.285447,10.100717,76.415447,2022-02-12,22:20:00,22:30:00,Windy,Low,2.0,Drinks,motorcycle,1.0,No,Metropolitian,14.0,2,0
421,0xe080,AGRRES06DEL01,38.0,5.0,0.0,0.0,0.04,0.04,2022-02-13,16:50:00,16:55:00,Fog,Medium,1.0,Meal,motorcycle,0.0,No,Urban,18.0,2,0
422,0x4fc6,BANGRES13DEL02,32.0,4.5,12.935662,77.61413,13.065662,77.74413,2022-04-06,21:25:00,21:35:00,Cloudy,Jam,0.0,Meal,motorcycle,0.0,No,Metropolitian,40.0,4,0
423,0xd058,ALHRES17DEL03,39.0,4.4,25.45235,81.841889,25.54235,81.931889,2022-02-12,23:00:00,23:15:00,Cloudy,Low,0.0,Drinks,motorcycle,1.0,No,Urban,37.0,2,0
424,0x88c4,COIMBRES04DEL03,30.0,4.8,11.024839,77.007003,11.084839,77.067003,2022-03-24,21:50:00,22:05:00,Windy,Jam,1.0,Drinks,motorcycle,1.0,No,Urban,28.0,3,0
425,0x2938,HYDRES18DEL03,32.0,4.8,17.450851,78.379347,17.510851,78.439347,2022-04-05,21:45:00,21:50:00,Sandstorms,Jam,1.0,Drinks,motorcycle,1.0,No,Metropolitian,32.0,4,0
426,0xd22d,AGRRES03DEL02,22.0,4.6,27.160832,78.011608,27.290832,78.141608,2022-02-18,21:30:00,21:40:00,Windy,Jam,2.0,Drinks,scooter,1.0,No,Metropolitian,17.0,2,0
427,0x99c,INDORES16DEL01,34.0,5.0,22.744648,75.894377,22.754648,75.904377,2022-04-01,10:55:00,11:05:00,Fog,Low,2.0,Meal,motorcycle,1.0,No,Metropolitian,16.0,4,0
428,0x5052,BANGRES06DEL01,32.0,4.6,12.979096,77.640625,13.019096,77.680625,2022-04-03,15:45:00,15:50:00,Cloudy,Medium,1.0,Meal,motorcycle,0.0,No,Metropolitian,16.0,4,0
429,0x6872,COIMBRES17DEL01,27.0,4.8,11.026117,76.944652,11.066117,76.984652,2022-03-13,14:00:00,14:10:00,Fog,High,0.0,Snack,motorcycle,0.0,No,Metropolitian,28.0,3,0
430,0x23d6,RANCHIRES09DEL02,26.0,4.2,23.351058,85.325731,23.431058,85.405731,2022-03-04,20:30:00,20:40:00,Windy,Jam,0.0,Drinks,motorcycle,1.0,No,Metropolitian,32.0,3,0
431,0x2c79,COIMBRES03DEL03,23.0,4.8,11.025083,77.015393,11.055083,77.045393,2022-04-01,22:50:00,22:55:00,Fog,Low,0.0,Snack,motorcycle,1.0,No,Metropolitian,18.0,4,0
432,0x7ff8,SURRES07DEL01,25.0,4.0,21.170798,72.790489,21.180798,72.800489,2022-04-05,08:40:00,08:50:00,Stormy,Low,0.0,Buffet,motorcycle,0.0,No,Metropolitian,15.0,4,0
433,0x683e,HYDRES20DEL03,36.0,4.8,17.483216,78.552111,17.573216,78.642111,2022-03-31,17:15:00,17:20:00,Windy,Medium,1.0,Snack,scooter,0.0,No,Metropolitian,29.0,3,0
434,0x1d88,SURRES18DEL02,29.0,4.9,21.149834,72.778666,21.229834,72.858666,2022-03-23,20:35:00,20:50:00,Windy,Jam,2.0,Drinks,motorcycle,1.0,No,Metropolitian,27.0,3,0
435,0x8df1,PUNERES16DEL02,30.0,5.0,18.536718,73.830327,18.616719,73.910327,2022-03-12,18:10:00,18:20:00,Sandstorms,Medium,2.0,Drinks,motorcycle,1.0,No,Metropolitian,24.0,3,0
436,0xd07c,AURGRES11DEL02,23.0,4.9,0.0,0.0,0.13,0.13,2022-02-16,20:25:00,20:30:00,Sunny,Jam,1.0,Meal,scooter,1.0,No,Metropolitian,14.0,2,0
437,0xc08e,ALHRES11DEL03,38.0,4.7,0.0,0.0,0.09,0.09,2022-02-12,17:40:00,17:45:00,Fog,Medium,0.0,Snack,motorcycle,2.0,No,Metropolitian,38.0,2,0
438,0x9fd7,SURRES06DEL02,34.0,4.9,21.185047,72.80859,21.265047,72.88859,2022-03-31,23:50:00,23:55:00,Sandstorms,Low,0.0,Buffet,motorcycle,0.0,No,Metropolitian,20.0,3,0
439,0x603b,MYSRES02DEL02,25.0,4.6,12.304569,76.643622,12.384569,76.723622,2022-03-06,17:20:00,17:30:00,Sunny,Medium,2.0,Snack,motorcycle,0.0,No,Metropolitian,15.0,3,0
440,0xcd44,KOLRES03DEL01,31.0,4.8,22.526461,88.364453,22.536461,88.374453,2022-02-13,10:10:00,10:15:00,Stormy,Low,1.0,Meal,motorcycle,1.0,No,Metropolitian,21.0,2,0
441,0x5962,MUMRES04DEL01,22.0,4.6,19.254567,72.848923,19.294567,72.888923,2022-03-01,12:30:00,12:45:00,Fog,High,1.0,Snack,scooter,0.0,No,Metropolitian,25.0,3,0
442,0x1a34,BANGRES04DEL03,33.0,4.5,12.98041,77.640489,13.01041,77.670489,2022-04-03,17:35:00,17:45:00,Windy,Medium,2.0,Snack,electric_scooter,1.0,No,Metropolitian,25.0,4,0
443,0x1587,BANGRES15DEL03,34.0,4.7,12.975377,77.696664,13.065377,77.786664,2022-03-12,23:00:00,23:15:00,Sunny,Low,2.0,Drinks,scooter,1.0,No,Metropolitian,26.0,3,0
444,0x76af,RANCHIRES14DEL02,37.0,4.7,0.0,0.0,0.02,0.02,2022-03-01,10:25:00,10:35:00,Fog,Low,1.0,Snack,scooter,1.0,No,Metropolitian,19.0,3,0
445,0x2b2c,CHENRES08DEL03,21.0,4.6,13.022394,80.242439,13.082394,80.302439,2022-03-26,21:00:00,21:10:00,Sunny,Jam,1.0,Drinks,scooter,1.0,No,Metropolitian,19.0,3,0
446,0xcaf0,LUDHRES17DEL01,21.0,4.5,30.893384,75.821202,31.003384,75.931202,2022-02-18,17:25:00,17:35:00,Windy,Medium,2.0,Meal,motorcycle,1.0,No,Metropolitian,18.0,2,0
447,0xcdf5,LUDHRES16DEL03,38.0,4.9,30.895817,75.813112,30.985817,75.903112,2022-02-16,21:50:00,21:55:00,Fog,Jam,0.0,Drinks,motorcycle,3.0,Yes,Metropolitian,46.0,2,0
448,0x7236,VADRES02DEL01,35.0,4.7,0.0,0.0,0.11,0.11,2022-03-06,22:20:00,22:30:00,Windy,Low,2.0,Buffet,scooter,1.0,No,Metropolitian,28.0,3,0
449,0x1238,CHENRES010DEL03,38.0,4.8,13.066762,80.251865,13.096762,80.281865,2022-03-03,23:00:00,23:15:00,Sunny,Low,0.0,Meal,motorcycle,1.0,No,Metropolitian,27.0,3,0
450,0xadb4,JAPRES17DEL03,24.0,4.6,26.892312,75.806896,26.922313,75.836896,2022-04-03,20:50:00,21:05:00,Cloudy,Jam,0.0,Drinks,motorcycle,0.0,No,Metropolitian,25.0,4,0
451,0x2f13,JAPRES08DEL01,26.0,4.8,26.910262,75.783013,26.980262,75.853013,2022-03-14,23:30:00,23:35:00,Windy,Low,2.0,Drinks,scooter,1.0,No,Metropolitian,16.0,3,0
452,0xe1ab,LUDHRES13DEL03,36.0,4.6,30.893234,75.82172,30.923234,75.85172,2022-02-15,22:40:00,22:45:00,Windy,Low,2.0,Buffet,scooter,1.0,No,Metropolitian,24.0,2,0
453,0x7aa8,PUNERES03DEL02,35.0,4.9,18.554382,73.798206,18.604382,73.848206,2022-03-28,19:50:00,19:55:00,Stormy,Jam,1.0,Buffet,scooter,0.0,No,Metropolitian,32.0,3,0
454,0x8a61,CHENRES18DEL01,20.0,4.5,12.981615,80.231598,13.051615,80.301598,2022-03-29,18:45:00,19:00:00,Cloudy,Medium,1.0,Snack,scooter,1.0,No,Urban,28.0,3,0
455,0x8ea4,VADRES06DEL03,36.0,4.6,22.31279,73.170283,22.34279,73.200283,2022-04-03,19:00:00,19:15:00,Fog,Medium,2.0,Drinks,electric_scooter,1.0,No,Metropolitian,15.0,4,0
456,0xaa5f,JAPRES18DEL02,34.0,4.6,26.913987,75.752891,26.993987,75.832891,2022-04-04,18:45:00,18:55:00,Fog,Medium,0.0,Buffet,motorcycle,1.0,No,Metropolitian,49.0,4,0
457,0x33bb,INDORES12DEL01,28.0,4.7,22.74806,75.8934,22.75806,75.9034,2022-03-01,09:25:00,09:30:00,Sandstorms,Low,1.0,Snack,scooter,0.0,No,Metropolitian,19.0,3,0
458,0x4602,MUMRES06DEL01,37.0,4.7,19.055831,72.833984,19.165831,72.943984,2022-03-25,23:55:00,00:10:00,Sandstorms,Low,0.0,Buffet,motorcycle,0.0,No,Urban,28.0,3,0
459,0xb970,SURRES14DEL01,23.0,4.8,21.157729,72.768726,21.227729,72.838726,2022-04-02,21:55:00,22:00:00,Fog,Jam,1.0,Snack,scooter,1.0,No,Metropolitian,38.0,4,0
460,0xbc4f,SURRES18DEL02,27.0,4.8,21.149834,72.778666,21.169834,72.798666,2022-03-19,08:20:00,08:35:00,Cloudy,Low,0.0,Drinks,motorcycle,1.0,No,Metropolitian,21.0,3,0
461,0x9ac,JAPRES14DEL02,35.0,4.8,26.88842,75.800689,26.96842,75.880689,2022-03-29,22:50:00,23:05:00,Sandstorms,Low,0.0,Meal,motorcycle,1.0,No,Metropolitian,29.0,3,0
462,0x2732,VADRES18DEL03,33.0,5.0,0.0,0.0,0.03,0.03,2022-03-26,23:15:00,23:25:00,Fog,Low,0.0,Buffet,motorcycle,0.0,No,Urban,27.0,3,0
463,0x3a8d,INDORES12DEL01,28.0,4.9,22.74806,75.8934,22.78806,75.9334,2022-03-01,14:40:00,14:45:00,Sandstorms,High,1.0,Meal,motorcycle,1.0,No,Metropolitian,27.0,3,0
464,0x60f1,MYSRES010DEL01,25.0,4.2,12.321214,76.621094,12.331214,76.631094,2022-03-09,10:30:00,10:45:00,Windy,Low,0.0,Buffet,motorcycle,0.0,No,Metropolitian,15.0,3,0
465,0xc77c,GOARES09DEL02,28.0,4.8,15.303897,73.914336,15.353897,73.964336,2022-02-11,20:10:00,20:25:00,Sunny,Jam,2.0,Drinks,electric_scooter,1.0,No,Metropolitian,19.0,2,0
466,0xbd4b,MUMRES04DEL03,22.0,4.8,19.254567,72.848923,19.284567,72.878923,2022-03-28,21:10:00,21:25:00,Sandstorms,Jam,0.0,Meal,motorcycle,1.0,No,Metropolitian,20.0,3,0
467,0xd352,KNPRES11DEL02,34.0,4.4,26.474986,80.342796,26.554986,80.422796,2022-02-12,23:25:00,23:35:00,Fog,Low,1.0,Meal,motorcycle,1.0,No,Urban,35.0,2,0
468,0x59a9,CHENRES13DEL02,34.0,4.7,13.027018,80.254791,13.077018,80.304791,2022-03-11,19:15:00,19:20:00,Stormy,Jam,2.0,Drinks,scooter,0.0,No,Metropolitian,32.0,3,0
469,0xc76,COIMBRES14DEL03,25.0,4.3,11.003681,76.975525,11.033681,77.005525,2022-03-05,22:45:00,22:50:00,Sandstorms,Low,0.0,Snack,motorcycle,1.0,No,Metropolitian,28.0,3,0
470,0x9a2b,VADRES04DEL02,24.0,4.7,0.0,0.0,0.13,0.13,2022-03-23,22:25:00,22:30:00,Stormy,Low,0.0,Snack,motorcycle,1.0,No,Metropolitian,24.0,3,0
471,0xdf34,AURGRES11DEL03,29.0,4.6,0.0,0.0,0.03,0.03,2022-02-13,17:20:00,17:35:00,Fog,Medium,2.0,Meal,motorcycle,0.0,No,Urban,11.0,2,0
472,0xa527,INDORES14DEL01,32.0,4.2,22.761593,75.886362,22.801593,75.926362,2022-03-13,13:00:00,13:10:00,Stormy,High,2.0,Snack,scooter,1.0,No,Metropolitian,32.0,3,0
473,0x17dd,HYDRES16DEL02,36.0,4.2,17.440827,78.393391,17.460827,78.413391,2022-03-21,10:30:00,10:40:00,Stormy,Low,0.0,Drinks,motorcycle,0.0,No,Metropolitian,32.0,3,0
474,0xd6ef,AGRRES01DEL02,24.0,4.4,27.161661,78.011544,27.241661,78.091544,2022-02-18,20:45:00,21:00:00,Cloudy,Jam,2.0,Meal,scooter,0.0,No,Metropolitian,40.0,2,0
475,0x2138,INDORES18DEL01,25.0,4.6,22.753839,75.897429,22.863838,76.007429,2022-03-18,23:20:00,23:35:00,Stormy,Low,2.0,Snack,scooter,0.0,No,Urban,15.0,3,0
476,0x5bea,MUMRES14DEL01,20.0,4.8,19.1813,72.836191,19.2213,72.876191,2022-03-11,14:15:00,14:30:00,Windy,High,0.0,Drinks,motorcycle,1.0,No,Metropolitian,16.0,3,0
477,0x5fa5,RANCHIRES08DEL02,38.0,4.6,23.353783,85.326967,23.483783,85.456967,2022-03-23,23:40:00,23:50:00,Cloudy,Low,1.0,Meal,scooter,1.0,No,Urban,30.0,3,0
478,0x4165,BANGRES12DEL01,30.0,4.1,12.939496,77.625999,12.979496,77.665999,2022-03-09,15:25:00,15:30:00,Windy,Medium,1.0,Drinks,motorcycle,1.0,No,Metropolitian,34.0,3,0
